LATITUDE,v_bm,disabil,percentage,weight_mass,attr_334,DISTANCE,memory_usage_38,raw_power,continent,SOFT_DELETE_FLAG,meta_cou,qfk92,dim_humidity,contract_val,browser_user_agent,specific_gravity,c_771,weightMass,performance_review,storageSize,SPEED_VELOCITY,zuhht34,dim_price_cost,src_encoding,fx_rate,global_trade_item_number_val,c_618,count_field,age,measdist,customer_luminosity_brightness,miles,BUDGET_ALLOCATION,count,var_929,concentration_14,d_nai,cpu_usage_raw,meta_bran,src_exchange_rate,measlat,rate,vjrotv91,brandname,count_2,customer_density,memory_usage,sku,attr_memo,x_289,energy_22,var_384,col_351,median,marketValue,d_qt,electricCurrent,luminosity_brightness_14,changed_at,measprs,ping,category_val,okmu64,confidenceInterval,percentage_2,d_lum,WEIGHT_MASS,power_22,mjlk24,p_ohd,bic,PERCENTAGE,measspd,density_14,raw_distance,v_cwc,product_nm,meta_mmc,statusState,created_at_30,REVENUE_SALES,distance_102,voltage_14,scoreIndex,statusCode,resolution,price_cost_46,SCORE_INDEX,measangle,etlBatchId,product_name_v2,energy,SOUND_LEVEL,luminosity_brightness,fact_volume,speed,investment_account_v2,col_mov,contract_value_info,MEMORY_USAGE,humidity_22,ph_level_14,x_trs
41.317002,9.5,Mobility,67.84%,46.0,4176.9,4200.3,25.0,29597.5,Oceania,false,34638,1394.03,59.5,"$9,356,173",Brave,18.439,"3925 Main St, Phoenix, TX 42015",118.4,Exceeds expectations,705705,46.4,42.9,3686.47,ASCII,52.7057,8789375740116,"-----BEGIN CERTIFICATE-----
fe6+C6DvihInKCqm7l+NN0E9g6awPE20ei5baZ8FGZnYyOFnZAjZDgwyRoqhcnX9
-----END CERTIFICATE-----",65745,115,2893.9,80593.2,6762.9,"$4,574,186",45059,Electronics,461.41,201190,20.8,ValueMax,131.8378,15.398667,51.34,456.09,EcoLine,17366,0.448,21.0,LYW-3331,15.6,84401,43057.1,"$5,384,468",2023-01-15T00:48:58Z,94.9801,"$965,393,845",10.9166,86.49,3170.3,2026-07-21T00:06:16Z,1835.7,1242,Clothing,febeccd25476bb81bfda5fd56ea0c1181b77bae29e5f6bba160519dbcc97ad97,"[14.17, 95.3]",43.97%,71993.3,362.41,29077.6,003099157fd68c7616c33b76a855f4c27d35183220689e8ffd121a1784fea61d,Spouse,285975461,75.3%,36.1,13.558,6741.3,8426129,Sentinel Monitor,63876.8,inactive,2022-04-18 00:12:28,"$3,251,686",4384.1,125.5,7.28,failed,2560x1440,5432.53,2.59,93.07,batch-20230125-88,SmartHub X1,74211.9,41.7,5181.4,9618.69,88.5,INV-208470,150.54455,"$7,886,468",11.0,52.6,6.23,Female
-84.036128,27.41,Cognitive,84.14%,479.37,2196.2,6517.8,67.9,14275.4,South America,false,87798,7866.05,82.7,"$5,403,347",Brave,8.944,"5014 Maple Dr, Seattle, CO 61143",856.95,Needs improvement,113797,168.9,4.7,1993.51,UTF-16,45.179,7952420469328,"-----BEGIN CERTIFICATE-----
YS6PhmdJKdWsmVwGsWMtcndfw+ibJg4wElQYJ0uhpXTzTdxZMN40bCxtuoWj+7Js
-----END CERTIFICATE-----",70640,53,8316.5,22281.4,486.6,"$3,230,400",3296,Services,83.46,896912,9.6,SmartChoice,89.1011,-84.037971,8064.82,685.76,ProSeries,5075,14.197,31.5,FBC-9928,19.2,64521,35477.2,"$9,501,262",2019-09-05T19:00:47Z,-49.7388,"$594,453,686",33.2989,8.18,10212.5,2025-04-23T10:39:19Z,1839.2,4824,Clothing,2b19f10cab6edc4edafa725587b92a80438ad952280bf023001c29fdb6e5b0b5,"[14.05, 63.45]",35.59%,67442.7,317.67,29118.5,394613e7356052a7038b00a14bbe7e446909b7f38f9c27eac419d2dcd397ea2a,Manager,078779977,68.44%,248.6,7.084,7444.2,REC-409833,NanoCore SDK,16868.4,cancelled,2024-08-23 03:16:07,"$87,000",5335.4,395.1,7.73,approved,1280x720,9133.88,3.07,209.37,batch-20201026-39,FlexPay Platform,70410.2,88.3,92771.5,5339.47,258.1,INV-898517,-18.271511,"$5,657,245",88.9,5.7,0.52,Non-binary
3.917246,34.82,Cognitive,48.05%,439.85,2708.6,3974.4,70.9,17566.7,Oceania,true,36867,6710.77,4.7,"$1,985,369",Firefox,9.42,"6711 Pine Rd, Phoenix, PA 81723",501.08,Exceeds expectations,706690,3.3,15.6,2721.16,ISO-8859-1,128.8269,6078856972898,"-----BEGIN CERTIFICATE-----
fmYctChFdk2gm4r5JGu0MdsJ/oFHMgYvoYHARQn8OaY3FEiV19uWdBO8lTvyN3zq
-----END CERTIFICATE-----",18531,117,2264.6,78216.2,8292.0,"$1,039,434",48228,Food,44.99,673363,76.4,TechBrand,39.9644,-80.610666,2521.43,963.17,ProSeries,59282,19.595,46.0,MSL-5823,72.9,43974,25335.7,"$2,902,798",2018-09-24 07:00:23,-58.7534,"$103,339,882",88.0676,40.36,20196.0,2024-02-28T09:05:49Z,208.7,3234,Electronics,8085f00c476d17ac22da8b3b45f1cda4721ba718f777d6daef0ac057472f11eb,"[15.16, 64.22]",71.23%,42929.3,330.68,19336.6,67baf49d8048c654f3e70d4ca118ecbe678b66686e458dcc6c71cbdf64d9e728,Parent,635522092,42.92%,91.0,4.501,7901.5,7429718,NanoCore SDK,22928.6,active,2019-03-04 08:41:32,"$9,945,541",1433.2,155.1,6.91,completed,1280x720,7148.16,4.44,349.92,batch-20210928-72,StreamLine ERP,75814.6,16.6,88663.8,6419.01,154.0,INV-755372,18.170519,"$8,427,215",95.8,83.7,0.83,Female
-10.970979,19.34,Mobility,20.05%,917.17,7425.6,1468.4,59.3,10989.8,Europe,false,96777,4614.9,51.7,"$3,733,892",Opera,16.815,"3739 Park Blvd, New York, PA 41829",831.57,Meets expectations,424204,89.1,29.7,3534.57,ISO-8859-1,6.9303,3504493447532,"-----BEGIN CERTIFICATE-----
mOsrk/8rmnJgoq4HA4h1gOD364ADbicx4pqjmBFEHyhpdJVmczoF6GFeO2jg5RpW
-----END CERTIFICATE-----",72023,47,6997.2,35343.9,7506.3,"$4,653,554",70498,Food,652.69,233823,66.4,ValueMax,90.5902,2.972875,6785.25,481.28,SmartChoice,29042,1.619,82.8,LTN-6289,77.8,48671,43152.0,"$7,574,778",2022-08-04 01:42:06,-77.1107,"$781,441,200",26.1366,14.67,53839.4,2023-06-01 05:03:41,394.6,353,Services,29772351de9682b93bc6c2920e16c36fc899dc6447fb5891af066fbef4c057e6,"[9.35, 65.72]",56.59%,72830.8,869.6,3281.5,a06a2dc8cc8a2e989bde67dc1e1314b4d38b3c3ce2b598bf902c02387ac1a46a,Parent,714916196,49.02%,238.4,19.578,6660.7,156979,FlexPay Platform,4361.9,active,2023-04-03 05:36:21,"$5,946,430",5401.0,216.2,5.36,rejected,1920x1080,689.41,3.51,259.74,batch-20240904-23,DataSync 3000,23475.2,14.6,22455.9,1758.49,124.8,INV-869957,95.539091,"$8,688,152",17.9,48.4,7.89,Female
35.073136,81.37,Mobility,13.39%,717.36,7847.1,1468.9,40.8,8152.8,Europe,false,23869,5660.97,56.6,"$1,607,536",Safari,18.026,"133 Park Blvd, Phoenix, IL 72204",626.59,Needs improvement,813768,126.2,26.9,5724.86,UTF-16,33.662,9089658993315,"-----BEGIN CERTIFICATE-----
cgky3RSizUKSRmdP2R9tsDBAgyH+Li3fjgLYWySFsovlzfogaPPDy96iVHFhbL7/
-----END CERTIFICATE-----",14605,63,7757.7,34869.6,9221.9,"$619,493",41676,Electronics,63.91,485463,60.3,ProSeries,136.9838,-10.716796,4080.26,892.49,ValueMax,67500,19.543,71.6,HZY-4721,85.2,19969,41918.8,"$5,622,283",2021-11-17 04:33:26,-3.1135,"$602,961,703",126.0237,3.49,37463.9,2020-10-04T14:15:18Z,1416.0,3732,Hardware,1788c539a0ced6b40d01193a79a27dfc89996f456b8f5aa4bec0d64e3126cd04,"[12.83, 67.45]",36.02%,96239.2,319.65,697.0,d903ed9467b3ca1b08827a11ccc02b2248b19ea7b7593185e4ae529a065038cc,Child,122545683,18.14%,185.1,3.794,3819.6,7615257,CloudGuard,12366.7,active,2023-11-20 20:42:33,"$5,635,884",4826.8,218.4,7.16,cancelled,2560x1440,6219.9,1.68,187.87,batch-20190303-30,StreamLine ERP,83272.1,26.0,19492.8,7996.87,85.5,INV-375897,-54.32785,"$1,743,122",6.1,18.7,8.39,Female
-70.672136,40.18,Cognitive,48.71%,14.02,9624.7,351.5,76.8,1229.3,Africa,false,77735,3448.17,90.1,"$7,753,379",Edge,9.942,"212 Oak Ave, Portland, IL 24336",711.68,Meets expectations,128866,119.6,26.3,9555.97,Latin-1,21.3969,2611888367218,"-----BEGIN CERTIFICATE-----
9kLwdLIpFppxDO2HhiBOGK8et+HpUCfbepAb400RtDywpXcZatQyRqeVkjoFmMRH
-----END CERTIFICATE-----",31054,59,7775.5,35513.0,732.0,"$4,987,104",92595,Services,416.19,329877,12.6,SmartChoice,118.0941,-7.70826,2377.43,489.93,EcoLine,39104,0.699,17.1,KOW-3267,25.0,24560,26167.8,"$5,905,544",2026-09-21 15:24:06,-71.4394,"$691,923,997",77.7649,57.07,41158.4,2025-11-15 11:25:43,1500.0,2048,Food,bb066142d957e9d8935ab44917f50101ee727f6d0de54e42a685d093ef534dab,"[38.29, 80.63]",39.49%,84438.5,375.93,709.5,c69627e87b7397213f72d7d1fb89395c04320abec361e7d10dcbb3aa3bbcd390,Spouse,559315416,57.98%,111.5,1.868,6474.6,1825208,Sentinel Monitor,61171.7,cancelled,2019-12-23T04:47:50Z,"$4,879,803",5575.4,238.5,5.01,cancelled,2560x1440,6621.99,9.53,80.49,batch-20230322-89,Sentinel Monitor,70615.7,49.8,68741.2,3106.31,60.4,INV-382982,156.225117,"$8,987,417",12.7,36.7,1.31,Non-binary
-1.964605,91.93,Cognitive,75.83%,115.69,2715.9,8340.3,26.1,33613.1,Asia,false,7550,5856.31,67.2,"$1,681,517",Edge,9.39,"8440 Elm St, Denver, MA 86707",411.68,Needs improvement,282190,270.1,14.0,6993.93,ASCII,120.3853,7216743946012,"-----BEGIN CERTIFICATE-----
Quzf/x60B+2BKYf4bXtjzhSybKpaNXCL+BrkfqDHVM31SuHLJ5mp6MIBLlBXenjc
-----END CERTIFICATE-----",65113,6,3258.9,83545.0,6719.3,"$4,815,968",6942,Software,63.46,359264,42.8,EcoLine,85.4724,-71.721367,788.36,504.66,ValueMax,15230,6.329,9.7,VCA-1415,64.7,88548,49434.1,"$1,291,831",2022-09-21T13:30:00Z,-80.7259,"$672,849,802",55.1339,94.24,53938.1,2020-06-23 09:12:52,1517.6,3285,Services,a5b2e40348237a09155e930b9e60a35e9e805eb07dc74b862ceda1cf89d678b9,"[7.76, 84.85]",70.68%,86022.7,276.05,13622.3,4bdbbd597b0d417ef77977f0f83c98cd355a83f7899265b1b22435fa1e84ad52,Child,897112459,41.51%,187.0,10.841,61.7,USR-932643,CloudGuard,96956.4,pending,2020-01-01 23:01:57,"$2,810,548",506.9,155.7,3.4,rejected,3840x2160,5263.28,6.08,26.46,batch-20250301-69,CloudGuard,89140.5,46.2,51999.0,4529.54,128.7,INV-214823,153.591501,"$6,438,055",25.0,90.4,6.09,Male
-30.463923,60.59,Visual,74.78%,650.36,5662.1,5976.4,31.4,9776.8,Antarctica,false,59390,5129.53,97.4,"$9,457,551",Brave,1.534,"6252 Main St, Toronto, CA 58399",459.36,Exceeds expectations,61980,253.6,64.4,3808.06,UTF-8,120.8628,3936901153784,"-----BEGIN CERTIFICATE-----
BA1XSlvKim/3kOJsyq4TG2TSFfH/XyKkkPzBR7T7d8EqhC99tZBnh6De06G6KqTY
-----END CERTIFICATE-----",83693,35,6996.1,5163.9,35.0,"$4,064,999",86411,Hardware,322.33,470014,11.0,ValueMax,59.4225,-68.971434,4193.4,365.33,EcoLine,59755,16.945,62.1,YXK-3411,41.4,19995,16439.8,"$9,820,616",2024-04-20 12:42:22,49.8914,"$448,558,213",41.6243,6.26,19875.3,2019-04-02 00:11:11,155.4,408,Electronics,312eaa1030e4053bc00406f845451039288e840bb3116c1dd26d861f7e5243e9,"[6.7, 95.64]",42.1%,89327.8,865.02,35398.3,8b9ee56dc2096d91d3ea9b6a2facd9d7d6368193c566fe13faf21cc1e820c25d,Sibling,565643250,81.63%,158.6,15.854,6284.2,USR-974266,DataSync 3000,24429.6,failed,2026-04-25 13:43:41,"$3,753,078",9701.4,91.8,7.56,completed,1920x1080,9708.05,7.37,70.39,batch-20220416-95,Sentinel Monitor,30229.9,67.5,31082.6,1033.57,80.2,INV-561263,33.553073,"$78,477",90.3,13.1,13.0,Other
36.164204,85.28,Cognitive,82.8%,933.51,5619.6,4716.5,16.0,47266.1,Oceania,false,77164,4023.21,27.5,"$4,651,360",Safari,18.974,"3986 Cedar Ln, Toronto, PA 63135",284.89,Meets expectations,244270,88.6,24.7,8262.15,UTF-16,5.3913,3497595731989,"-----BEGIN CERTIFICATE-----
g25NeqjMhtYwyedQTS0rAMlT5ieUIOq/NWX54Z/gjaWHhJUdrghchlpTmmJSzG3A
-----END CERTIFICATE-----",56820,103,9022.2,43221.1,1709.0,"$4,537,130",72415,Hardware,852.84,571697,54.8,ProSeries,36.3316,81.918449,6898.51,672.47,ProSeries,68744,12.78,22.3,KSH-3678,5.7,40729,72810.0,"$447,513",2020-10-14T15:07:23Z,42.2869,"$185,878,413",75.1032,61.28,44377.5,2024-02-20 04:42:44,129.7,292,Electronics,fd4678a61ec199227d7380f5efa3b383d2f7ddac931b2ef2957155a4efe37915,"[21.55, 68.2]",93.74%,59497.2,803.01,19139.7,b164de72d74df5f52dd01ae7ab49b72e425b11ea78362c0fb08d30e191401333,Manager,560809638,42.22%,192.3,7.61,1427.4,REC-924775,SmartHub X1,50978.2,failed,2019-10-11 20:41:22,"$3,977,574",9612.9,147.4,2.76,completed,1920x1080,4037.72,1.16,79.78,batch-20180222-13,SmartHub X1,72122.0,73.3,23619.8,3634.68,297.3,INV-748482,5.169839,"$9,786,405",52.1,53.0,2.51,Male
61.490118,23.34,Mobility,17.12%,389.84,6645.0,5293.9,4.1,21810.1,South America,false,8942,725.43,75.0,"$553,177",Edge,0.53,"7192 Main St, Toronto, WA 11498",363.06,Needs improvement,144062,97.1,2.8,7272.32,UTF-8,29.6194,0570691729885,"-----BEGIN CERTIFICATE-----
rQkKEocZSWKWN8jzye1vCcUVQXYnag+sQot9yIA+vEjcl880vnyuzRanKTGhuvNG
-----END CERTIFICATE-----",85580,30,8720.5,26548.9,4227.8,"$4,000,767",60664,Software,622.24,854968,9.8,ProSeries,3.465,-62.952113,6.01,981.56,ProSeries,20491,12.229,58.0,GXO-3005,49.3,30476,13238.1,"$8,982,957",2026-04-08 16:56:32,75.6589,"$102,873,053",22.3588,86.25,1129.4,2023-02-16T17:09:36Z,873.3,3482,Food,45e578ee7d92798232796bcf550a6fb73ac95d41b63e54fb1f343c24205592a3,"[35.32, 61.02]",29.96%,91078.3,747.34,16152.1,cb179f7a9e942988eaa16d2848e0262b4d15f9f8264a82df5306921ee1bf94b8,Spouse,042897454,12.35%,84.3,7.806,358.2,ORD-309856,StreamLine ERP,8665.3,completed,2019-01-05 10:15:23,"$4,541,594",2125.0,303.5,8.32,inactive,1280x720,6539.26,2.79,99.58,batch-20240313-10,Sentinel Monitor,53110.9,7.4,88477.3,3444.39,298.9,INV-227498,65.774102,"$1,249,282",47.0,45.6,0.62,Other
20.542689,18.34,Hearing,54.58%,256.29,4424.2,9125.7,42.4,10560.4,Europe,false,2830,8579.41,30.4,"$1,242,178",Edge,0.446,"9364 Park Blvd, Dallas, GA 25119",540.77,Needs improvement,964058,178.6,64.9,1926.41,ISO-8859-1,70.3943,9229739475121,"-----BEGIN CERTIFICATE-----
tnzK9jBn1u9UAeRcbuD9QedbzavXDgFE5VvZrdeUW1K674rrCzqmMTKBBf4x89K1
-----END CERTIFICATE-----",65913,52,8803.1,72883.3,7105.4,"$1,764,518",6823,Electronics,898.67,933339,73.5,ValueMax,52.4753,-52.21496,598.3,400.33,ValueMax,26175,13.916,33.5,NYD-7634,19.2,38581,86908.1,"$2,352,090",2025-09-23T06:50:34Z,27.7281,"$110,768,639",33.8718,87.39,43708.7,2026-05-21 00:28:43,299.4,1012,Food,8c9d2b28ffeca5b45d2180a012b65b79310cf10e66f4f0d30c3b4f4198afbf9a,"[2.05, 89.68]",11.83%,94250.7,427.84,5633.7,2af6b3f2256e567c6712ea50f47ac5ba1d3406cf587c65faefe707299733fc97,Manager,948519172,41.25%,206.8,9.424,3944.4,5602363,Sentinel Monitor,22536.2,cancelled,2021-04-23T05:45:27Z,"$5,594,495",2806.7,86.7,5.84,rejected,3840x2160,55.51,9.44,53.16,batch-20251124-59,FlexPay Platform,70975.4,24.6,76998.0,8047.85,274.3,INV-737276,-64.735743,"$1,555,777",33.4,28.1,11.54,Male
-60.445476,5.02,Hearing,40.75%,99.85,5550.9,5522.2,98.9,14383.8,Europe,false,44937,6175.69,71.5,"$2,081,536",Edge,7.391,"9791 Main St, Paris, IL 52537",105.05,Exceeds expectations,831374,210.2,41.9,547.3,UTF-8,19.1103,6299951446069,"-----BEGIN CERTIFICATE-----
9qMNxNXO8FeG3B3JRcDyijfEtvg1hbUHU2rlIALdZ0ptWp6Xm2ynW4zyQFCXS1jK
-----END CERTIFICATE-----",36224,106,5516.3,48630.2,1381.6,"$2,803,499",54759,Hardware,198.52,347820,81.2,EcoLine,131.9048,-80.753913,3458.36,701.27,EcoLine,81787,7.007,93.5,AJD-2886,44.7,54342,24666.1,"$9,099,055",2021-10-27T03:10:34Z,-18.4865,"$588,496,165",121.7603,30.52,73691.6,2019-05-14 18:23:43,570.2,1877,Clothing,20caaeeb7c1fb5d6636fbdf3dd2f1cae0403e2efb634b6bb033ee59cc9dba3f0,"[18.67, 61.78]",42.87%,69653.5,477.79,23102.3,f43f0487112c58f2e77ae774f870c5f4116134bef6f88af85d71f0cf07845afa,Manager,102817073,28.75%,204.4,1.033,3896.8,TXN-338970,Widget Pro,52866.1,pending,2019-07-26T20:24:06Z,"$2,706,861",138.0,159.5,0.48,cancelled,1280x720,5123.69,2.38,349.17,batch-20250117-03,DataSync 3000,69394.3,49.8,94489.5,8582.15,173.9,INV-324852,41.666478,"$7,921,421",18.6,96.7,5.13,Male
59.348631,71.36,Cognitive,21.66%,386.35,182.0,6310.4,39.3,35345.1,Europe,false,29288,9086.31,63.1,"$4,526,946",Opera,7.256,"8575 Pine Rd, San Francisco, CA 59251",867.44,Needs improvement,680246,136.2,51.4,4800.44,ASCII,66.1079,4755183212859,"-----BEGIN CERTIFICATE-----
WOZZeYK4BPGbhXi6bdHlx+9Qhf7+zhVWvwGw8fwwZnEM6B0YdQAsKm8mmqsP+wZp
-----END CERTIFICATE-----",45855,34,2116.1,74745.6,2794.5,"$79,206",2605,Clothing,728.79,358508,70.2,SmartChoice,114.3421,78.048791,3178.83,212.99,ValueMax,40087,3.3,57.4,RHB-6008,44.2,67504,98381.7,"$7,632,341",2023-10-27 14:47:44,88.1053,"$793,184,906",118.6655,80.93,46130.8,2018-08-03 01:37:31,134.0,4977,Electronics,ceb967b60565f29e5c2778920ee3a735e80e3aa0c2fb09f49dc156189c13ee20,"[38.35, 92.25]",12.59%,39019.3,641.98,4154.2,d577fd897331393e8866e91c553d104f2f2d04329ce11f13032ae3fdc705b9fe,Peer,694861986,74.09%,58.6,0.684,3200.4,3253120,SmartHub X1,9817.3,active,2022-09-05 04:42:41,"$9,561,384",7691.0,366.4,0.51,inactive,1280x720,8599.42,6.55,36.52,batch-20230126-75,Widget Pro,38725.5,34.4,14051.6,5558.9,109.4,INV-180841,60.72379,"$981,279",72.9,73.2,12.82,Male
83.547334,59.36,Mobility,43.2%,549.35,4884.2,1442.8,50.9,6212.9,Asia,true,70450,1484.6,51.0,"$8,674,114",Chrome,7.676,"6982 Park Blvd, Tokyo, NY 42154",75.97,Exceeds expectations,161540,232.4,31.3,1229.94,ISO-8859-1,91.5944,5662546401392,"-----BEGIN CERTIFICATE-----
yXV8/oqXcgnsGQ1OTgRR3jTlhF5rgEJ1aF2gGrFolLDuT/YxZqA/gmtVn9xbHdHC
-----END CERTIFICATE-----",59776,93,1287.6,32390.3,6508.2,"$4,724,513",58625,Clothing,654.97,336267,94.6,ValueMax,109.5721,30.938235,2448.29,17.91,EcoLine,73946,3.271,26.9,GKN-6671,97.0,13069,10330.4,"$7,616,989",2022-09-02T14:46:51Z,-92.1383,"$683,270,513",14.1455,22.6,30065.6,2022-07-07T00:40:59Z,1136.6,2540,Hardware,1d66f5e4a3475833fba2669449ba2866961d77ef3fb84ce0b0afe8b6737aba22,"[10.91, 73.07]",50.7%,66883.3,716.15,16587.7,0694e3df3e3aa1e9b1876d0bb782f5158e9692e50b5a42302129208d1dfdc5be,Manager,781360279,86.54%,22.6,2.29,4874.1,3809740,AuditTrail Plus,32826.2,inactive,2021-07-02T13:30:04Z,"$1,476,253",8960.6,356.9,3.31,inactive,3840x2160,8827.42,4.79,4.82,batch-20190913-99,Sentinel Monitor,55678.5,87.2,87032.5,7213.85,42.0,INV-102305,-31.290743,"$177,191",3.7,0.5,11.79,Other
1.475743,15.27,None,97.35%,149.2,3205.5,934.3,84.3,37347.8,Asia,false,55021,3491.17,97.4,"$4,727,355",Edge,17.033,"6496 Pine Rd, London, NC 72977",283.29,Exceeds expectations,269282,139.8,44.2,5697.16,ISO-8859-1,73.6952,3675688261818,"-----BEGIN CERTIFICATE-----
+6QEyoM9FKaynOMcnUt3SPshrrV14HvbiTXLYsVihjvRSw5GG+Hc6pvF5wQKWOQg
-----END CERTIFICATE-----",15789,109,8167.0,29880.2,4928.7,"$2,783,078",94854,Food,889.41,717078,55.3,ValueMax,119.9602,35.00906,8815.42,536.17,ValueMax,50674,6.602,8.3,IPG-6870,68.7,14472,48279.2,"$1,304,224",2023-12-01T18:21:07Z,47.2012,"$609,086,218",120.4042,16.11,97282.8,2025-04-17T17:01:38Z,1290.4,4486,Food,19d0b58645810d33e066847f42ad9311f281ed9926a7a71481d646fca23b5493,"[0.51, 96.01]",41.15%,16436.2,674.91,9112.1,accbc1fcb3db881e25bac715053b6395eb6432b809e2b3575404347f75d37e13,Sibling,326384995,8.21%,174.1,17.453,6895.4,USR-899971,Widget Pro,82603.6,rejected,2023-10-22T20:13:13Z,"$6,267,033",7445.0,89.8,2.32,pending,3840x2160,4720.34,9.36,150.0,batch-20251108-68,FlexPay Platform,83692.8,98.2,92324.4,5343.36,43.0,INV-526935,-142.546809,"$301,423",49.7,84.2,13.35,Female
88.163168,75.93,Cognitive,54.42%,690.27,5980.6,1134.3,43.8,48196.0,Asia,false,14719,2165.91,11.4,"$1,141,176",Chrome,18.331,"9649 Oak Ave, Portland, IL 73572",858.22,Exceeds expectations,783996,268.3,86.0,4124.7,UTF-8,37.3013,6842214740833,"-----BEGIN CERTIFICATE-----
BcHT/MIzNhnbmO/M9iH7d9GkbI6R1px9Ar5EeyzivyqkGScIHOIm8u2iMw2yfsAv
-----END CERTIFICATE-----",79079,102,3921.1,51735.9,1058.0,"$898,952",48408,Food,506.8,556078,43.6,ProSeries,47.5487,-13.349285,842.31,677.54,ValueMax,94586,7.264,45.6,VMW-4423,1.3,82457,72345.9,"$9,790,016",2026-03-22 18:51:31,62.6036,"$345,561,768",16.8575,89.59,50714.8,2026-08-27 20:53:35,1166.7,57,Food,44ac9929768a37be41aaccb8a96a87e6ce256120a44ed18e13c060cc39293e7e,"[22.47, 69.63]",79.65%,7391.0,373.31,12637.1,3ee58d88a6b6fdded6629485a49a924e83d15d6541856e7fe4b0ea7c00237b26,Child,339112146,14.14%,115.2,17.978,4363.5,2782580,CloudGuard,31308.3,approved,2026-10-26T23:08:09Z,"$3,097,474",2036.5,74.6,4.62,cancelled,3840x2160,9860.45,3.13,305.38,batch-20261011-15,SmartHub X1,25033.4,78.6,99373.2,268.07,198.2,INV-104733,-130.158459,"$1,024,391",34.7,91.0,2.34,Female
29.148484,94.04,Cognitive,78.35%,349.37,749.8,3947.8,30.0,45201.7,Oceania,false,96647,9566.03,14.9,"$7,888,668",Opera,1.013,"8672 Main St, Toronto, WA 60171",463.25,Exceeds expectations,299456,102.8,52.4,7889.77,ASCII,124.8865,0480462145425,"-----BEGIN CERTIFICATE-----
0N0n0Wwuzs/AR/DVvUz5U3SoaOZDBh2dsMkvhfBaEebwCIUnExiAkxwUEiiZXiyB
-----END CERTIFICATE-----",20710,84,6838.8,55262.5,4871.9,"$4,842,886",93355,Electronics,143.99,604157,59.3,TechBrand,2.009,41.752008,4555.44,284.71,EcoLine,29914,1.231,6.1,HWW-6647,45.6,48776,10399.8,"$9,358,182",2026-04-18 05:07:52,-61.6865,"$345,545,783",107.8748,80.33,7181.4,2020-09-17 07:10:13,278.4,2867,Services,518271649fdcc3768d1db9485623ec590b2009312ab12136661562f9f05b1e8b,"[21.6, 66.92]",71.6%,75205.5,336.39,30754.5,1352047da41ed11e9c91af9afc9069d7c010fcca70ac36cc1a00f7947b9a15a6,Manager,436322692,71.81%,239.2,18.932,3477.6,9908679,StreamLine ERP,32040.9,rejected,2020-02-07 03:14:01,"$6,313,200",4635.0,446.3,3.77,cancelled,3840x2160,8213.52,4.08,352.83,batch-20180224-95,VaultKeeper,95382.8,56.0,75329.7,9887.63,27.0,INV-236484,32.742241,"$9,148,353",60.3,95.5,1.79,Female
82.868182,65.92,None,18.16%,925.48,6717.2,8069.0,12.4,1034.1,South America,false,1362,1560.77,76.7,"$6,422,388",Chrome,9.06,"4847 Cedar Ln, Dallas, WA 72107",371.21,Needs improvement,734034,18.3,31.8,4125.96,UTF-16,149.7441,5250057262671,"-----BEGIN CERTIFICATE-----
7zgUdtaXIgrE8L8kqD7Y3ohYFhMUvQE7C0oChERdWY+Ur21A9sOD46g+dgTQ8DJ6
-----END CERTIFICATE-----",9546,12,7193.5,42512.4,4781.9,"$3,313,094",23532,Hardware,973.21,480976,41.8,ValueMax,143.1902,83.424305,3621.67,490.57,ProSeries,67241,13.013,41.9,QFO-3072,28.1,19323,71680.3,"$167,701",2021-06-28T15:04:27Z,-97.9829,"$697,629,636",58.2258,56.29,34777.8,2024-08-14T08:28:22Z,1884.6,428,Food,3d896e143ec6dbe5f02e103dc65354cfc56bb357d0e219742a10a8f550841f81,"[9.06, 64.95]",88.68%,58709.3,822.32,19446.2,3c81ad08f65bd1cf2832cb425585e7ac939c80503444a05828a6fb7067f243e5,Spouse,695039573,18.42%,166.4,14.843,3567.3,USR-803851,VaultKeeper,66313.9,active,2019-05-19 13:33:30,"$9,128,281",8796.3,226.5,8.2,failed,1280x720,7177.83,0.96,322.41,batch-20250331-76,Widget Pro,26496.8,127.1,1248.4,5409.99,7.7,INV-352234,87.529263,"$7,536,046",54.6,15.7,3.76,Non-binary
